ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm)_cal,Global delta T from pre-industrial period_cal,Global delta T from 2005_cal,GCM/RCM,Crop Model ,Baseline yield (t/ha),Projected yield (t/ha),Data Location,Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%)_cal/measured,Climate impacts per decade (%),CO2,CO2 ppm_derived from other sources if NA,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period),Projected precipitation (mm) ,Estimated  precipitation change from 2005 (mm) ,Estimated  precipitation (mm)
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.63,Figure 7,-2.22392638,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.63,Figure 7,-1.744631902,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.62,Figure 7,-3.661809816,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.61,Figure 7,-4.620398773,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.61,Figure 7,-5.099693252,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.63,Figure 7,-2.22392638,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.61,Figure 7,-4.620398773,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.57,Figure 7,-11.55660377,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.74,Figure 7,15.9591195,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.66,Figure 7,3.183962264,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.74,Figure 7,15.9591195,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.54,Figure 7,-15.97877358,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.66,Figure 7,3.183962264,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.74,Figure 7,14.97641509,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.71,Figure 7,11.04559748,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.61,Figure 7,-4.677672956,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.6,Figure 7,-6.25,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.67,Figure 7,5.149371069,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.64,0.51,Figure 7,-20.8922956,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.62,Figure 8,-1.317365269,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.63,Figure 8,0.598802395,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.66,Figure 8,6.347305389,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.64,Figure 8,2.51497006,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.69,Figure 8,11.13772455,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.7,Figure 8,12.09580838,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.6,Figure 8,-3.71257485,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.6,Figure 8,-3.71257485,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.63,Figure 8,0.119760479,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.61,Figure 8,-2.275449102,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.62,Figure 8,-0.359281437,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.47,Figure 8,-25.26946108,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.74,Figure 8,18.52584096,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.65,Figure 8,3.816221629,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.75,Figure 8,19.71795661,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.64,Figure 8,2.22869401,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.59,Figure 8,-5.05629384,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.77,Figure 8,22.89448178,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.63,Figure 8,0.902814462,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.64,Figure 8,2.896043584,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.55,Figure 8,-12.74257339,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.48,Figure 8,-23.74355182,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.32,Figure 8,-48.19221211,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Sorghum,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.63,0.13,Figure 8,-79.5958603,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,7.686539183,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.4,Figure 9,5.286839145,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.4,Figure 9,4.086989126,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.39,Figure 9,2.287214098,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,6.486689164,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.39,Figure 9,3.487064117,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.37,Figure 9,-2.512185977,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,7.386576678,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,7.086614173,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.43,Figure 9,11.88601425,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.44,Figure 9,16.08548931,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.45,Figure 9,17.28533933,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.38,Figure 9,-0.627394838,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,6.671158084,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,8.636153101,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.42,Figure 9,9.478293823,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,6.39044451,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.4,Figure 9,5.267590214,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2030,2015,NF,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.4,Figure 9,4.425449493,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2040,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.41,Figure 9,8.074725953,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2050,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.43,Figure 9,11.72400241,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2060,2015,MC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.44,Figure 9,14.25042458,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2070,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.45,Figure 9,17.89970104,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Birni N'Konni,Africa,13.7833,5.25,,,,,2080,2015,EC,RCP8.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.47,Figure 9,24.63682681,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Late Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
,80,WoS,Regional,Cowpea,Niger,Mare de Tabalak,Africa,15.0667,5.65,,,,,2030,2015,NF,RCP4.5,CIMP5,,,,,,,HadGEM2-ES,AquaCrop,0.38,0.39,Figure 10,2.110401384,,,,Yes,Unspecified,No,No,No,No,Yes,No,No,No,Early Planting,"Alvar-Beltran, 2023",10.1016/j.eja.2022.126667,2023,,,,,,,,,,,
